
Integration time [ms]:   5,000
Averaging Nr. [scans]: 10
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804344U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
405,896;   27,644;   77,901;    0,000
406,061;   29,424;   25,070;    0,000
406,225;   17,236;   39,508;    0,000
406,389;   37,813;    3,215;    0,000
406,553;   12,752;   62,285;    0,000
406,718;   45,528;   54,216;    0,000
406,882;    9,382;   52,670;    0,000
407,046;   23,036;   26,208;    0,000
407,210;   49,003;   39,262;    0,000
407,375;   34,810;   25,954;    0,000
407,539;   18,189;   33,362;    0,000
407,703;    8,519;   43,847;    0,000
407,867;   13,547;   70,255;    0,000
408,032;   14,285;   29,415;    0,000
408,196;   21,358;   58,908;    0,000
408,360;   37,012;   54,247;    0,000
408,524;   28,807;   85,416;    0,000
408,688;   23,508;   52,900;    0,000
408,853;   27,096;   58,970;    0,000
409,017;   -8,039;   61,254;    0,000
409,181;   21,657;   68,216;    0,000
409,345;   25,829;   21,000;    0,000
409,509;   37,997;   50,262;    0,000
409,673;    7,147;   24,738;    0,000
409,837;   22,958;   61,601;    0,000
410,002;   42,693;   21,392;    0,000
410,166;   11,668;   51,062;    0,000
410,330;   60,882;   51,862;    0,000
410,494;   27,810;   36,870;    0,000
410,658;   29,893;   12,600;    0,000
410,822;   37,167;   46,570;    0,000
