
Integration time [ms]:   1,150
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804343U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
329,323;  -31,000;   84,000;    0,000
329,341;  -38,000;   70,000;    0,000
329,359;    2,000;  -22,000;    0,000
329,376;  -42,000;   36,000;    0,000
329,394;   74,000;    2,000;    0,000
329,412;   25,000;   25,000;    0,000
329,430;  -72,000;  109,000;    0,000
329,447;   21,000;   34,000;    0,000
329,465;  -34,000;   24,000;    0,000
329,483;   35,000;   70,000;    0,000
329,501;    6,000;   19,000;    0,000
329,518;  -26,000;   48,000;    0,000
329,536;   -4,000;   21,000;    0,000
329,554;   47,000;  -47,000;    0,000
329,571;  -17,000;   33,000;    0,000
329,589;   15,000;   53,000;    0,000
329,607;  -44,000;    4,000;    0,000
329,625;  -22,000;   46,000;    0,000
329,642;   41,000;   -1,000;    0,000
329,660;   -6,000;    6,000;    0,000
329,678;   19,000;   -5,000;    0,000
329,695;  -76,000;  -15,000;    0,000
329,713;  -12,000;   25,000;    0,000
329,731;   51,000;  -41,000;    0,000
329,748;   32,000;   -1,000;    0,000
329,766;  -46,000;   19,000;    0,000
329,784;  -29,000;   53,000;    0,000
329,802;   26,000;   40,000;    0,000
329,819;   -7,000;   28,000;    0,000
329,837;    6,000;   55,000;    0,000
329,855;   48,000;   52,000;    0,000
329,872;   22,000;    0,000;    0,000
329,890;   48,000;   52,000;    0,000
329,908;   53,000;  135,000;    0,000
329,925;   28,000;  -26,000;    0,000
329,943;    4,000;   93,000;    0,000
329,961;  -50,000;    8,000;    0,000
329,978;   38,000;   67,000;    0,000
329,996;  -36,000;  -32,000;    0,000
330,014;   24,000;    8,000;    0,000
330,031;    1,000;   23,000;    0,000
330,049;   35,000;   21,000;    0,000
330,066;  -46,000;  -40,000;    0,000
330,084;   20,000;   33,000;    0,000
330,102;   29,000;  -14,000;    0,000
330,119;  -71,000;  -13,000;    0,000
330,137;    3,000;  -13,000;    0,000
330,155;   55,000;   17,000;    0,000
330,172;   31,000;   51,000;    0,000
330,190;   39,000;   76,000;    0,000
330,208;  -84,000;   34,000;    0,000
330,225;  -24,000;   61,000;    0,000
330,243;  -43,000;  -31,000;    0,000
330,260;  -14,000;   31,000;    0,000
330,278;  -27,000;   58,000;    0,000
330,296;    0,000;   16,000;    0,000
